Mar. 31, 2024   09:13:36
A.C. Impedance
File: f:\ww\eis\eis-1239th(1 mv per s) cycled.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 2.284
High Frequency (Hz) = 1e+5
Low Frequency (Hz) = 0.1
Imp SF
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
3.831e+0, 4.575e+1, -2.781e+1, 5.354e+1, -31.3
3.162e+0, 4.751e+1, -3.278e+1, 5.772e+1, -34.6
2.610e+0, 4.883e+1, -3.822e+1, 6.200e+1, -38.0
2.154e+0, 5.136e+1, -4.615e+1, 6.904e+1, -41.9
1.778e+0, 5.279e+1, -5.404e+1, 7.555e+1, -45.7
1.468e+0, 5.734e+1, -6.973e+1, 9.028e+1, -50.6
1.212e+0, 5.852e+1, -8.138e+1, 1.002e+2, -54.3
1.000e+0, 6.017e+1, -9.445e+1, 1.120e+2, -57.5
8.254e-1, 6.248e+1, -1.102e+2, 1.267e+2, -60.4
6.813e-1, 6.427e+1, -1.267e+2, 1.421e+2, -63.1
5.623e-1, 6.672e+1, -1.470e+2, 1.614e+2, -65.6
4.642e-1, 6.988e+1, -1.712e+2, 1.849e+2, -67.8
3.831e-1, 7.389e+1, -1.996e+2, 2.128e+2, -69.7
3.162e-1, 7.906e+1, -2.338e+2, 2.468e+2, -71.3
2.610e-1, 8.486e+1, -2.739e+2, 2.868e+2, -72.8
2.154e-1, 9.212e+1, -3.211e+2, 3.340e+2, -74.0
1.778e-1, 1.003e+2, -3.779e+2, 3.910e+2, -75.1
1.468e-1, 1.103e+2, -4.445e+2, 4.580e+2, -76.1
1.212e-1, 1.215e+2, -5.247e+2, 5.386e+2, -77.0
1.000e-1, 1.347e+2, -6.197e+2, 6.342e+2, -77.7
