Mar. 14, 2024   09:06:47
A.C. Impedance
File: f:\ww\eis\eis-3rd cycled.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 2.369
High Frequency (Hz) = 1e+5
Low Frequency (Hz) = 0.1
Imp SF
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
1.212e+1, 6.459e+2, -1.871e+2, 6.725e+2, -16.2
1.000e+1, 6.662e+2, -1.796e+2, 6.900e+2, -15.1
8.254e+0, 6.851e+2, -1.756e+2, 7.072e+2, -14.4
6.813e+0, 7.028e+2, -1.729e+2, 7.238e+2, -13.8
5.623e+0, 7.203e+2, -1.717e+2, 7.405e+2, -13.4
4.642e+0, 7.376e+2, -1.720e+2, 7.574e+2, -13.1
3.831e+0, 7.551e+2, -1.738e+2, 7.748e+2, -13.0
3.162e+0, 7.731e+2, -1.774e+2, 7.932e+2, -12.9
2.610e+0, 7.888e+2, -1.832e+2, 8.098e+2, -13.1
2.154e+0, 8.087e+2, -1.910e+2, 8.309e+2, -13.3
1.778e+0, 8.245e+2, -2.018e+2, 8.488e+2, -13.8
1.468e+0, 8.526e+2, -2.164e+2, 8.796e+2, -14.2
1.212e+0, 8.700e+2, -2.355e+2, 9.013e+2, -15.1
1.000e+0, 8.867e+2, -2.594e+2, 9.238e+2, -16.3
8.254e-1, 9.078e+2, -2.850e+2, 9.515e+2, -17.4
6.813e-1, 9.191e+2, -3.213e+2, 9.736e+2, -19.3
5.623e-1, 9.328e+2, -3.665e+2, 1.002e+3, -21.5
4.642e-1, 9.478e+2, -4.226e+2, 1.038e+3, -24.0
3.831e-1, 9.620e+2, -4.911e+2, 1.080e+3, -27.0
3.162e-1, 9.758e+2, -5.740e+2, 1.132e+3, -30.5
2.610e-1, 9.891e+2, -6.744e+2, 1.197e+3, -34.3
2.154e-1, 1.001e+3, -7.943e+2, 1.278e+3, -38.4
1.778e-1, 1.014e+3, -9.388e+2, 1.382e+3, -42.8
1.468e-1, 1.023e+3, -1.102e+3, 1.504e+3, -47.1
1.212e-1, 1.038e+3, -1.305e+3, 1.668e+3, -51.5
1.000e-1, 1.056e+3, -1.542e+3, 1.869e+3, -55.6
