Mar. 28, 2024   13:43:25
A.C. Impedance
File: f:\ww\eis\eis-1236th cycled.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 2.359
High Frequency (Hz) = 1e+5
Low Frequency (Hz) = 0.1
Imp SF
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
1.470e+3, 1.169e+1, -5.101e+0, 1.275e+1, -23.6
1.211e+3, 1.220e+1, -5.612e+0, 1.343e+1, -24.7
1.001e+3, 1.279e+1, -6.185e+0, 1.421e+1, -25.8
8.252e+2, 1.345e+1, -6.717e+0, 1.504e+1, -26.5
6.836e+2, 1.426e+1, -7.406e+0, 1.607e+1, -27.4
5.615e+2, 1.526e+1, -8.158e+0, 1.730e+1, -28.1
4.639e+2, 1.640e+1, -8.876e+0, 1.865e+1, -28.4
3.809e+2, 1.777e+1, -9.556e+0, 2.018e+1, -28.3
3.174e+2, 1.920e+1, -1.008e+1, 2.168e+1, -27.7
2.588e+2, 2.092e+1, -1.049e+1, 2.340e+1, -26.6
2.148e+2, 2.256e+1, -1.066e+1, 2.495e+1, -25.3
1.758e+2, 2.432e+1, -1.063e+1, 2.654e+1, -23.6
1.465e+2, 2.583e+1, -1.043e+1, 2.786e+1, -22.0
1.221e+2, 2.723e+1, -1.010e+1, 2.904e+1, -20.4
9.766e+1, 2.872e+1, -9.616e+0, 3.028e+1, -18.5
8.254e+1, 2.983e+1, -8.952e+0, 3.115e+1, -16.7
6.813e+1, 3.078e+1, -8.610e+0, 3.196e+1, -15.6
5.623e+1, 3.178e+1, -8.324e+0, 3.285e+1, -14.7
4.642e+1, 3.226e+1, -8.230e+0, 3.329e+1, -14.3
3.831e+1, 3.289e+1, -8.239e+0, 3.390e+1, -14.1
3.162e+1, 3.345e+1, -8.411e+0, 3.449e+1, -14.1
2.610e+1, 3.400e+1, -8.760e+0, 3.511e+1, -14.4
2.154e+1, 3.454e+1, -9.307e+0, 3.577e+1, -15.1
1.778e+1, 3.510e+1, -1.006e+1, 3.651e+1, -16.0
1.468e+1, 3.570e+1, -1.106e+1, 3.738e+1, -17.2
1.212e+1, 3.637e+1, -1.233e+1, 3.840e+1, -18.7
1.000e+1, 3.714e+1, -1.379e+1, 3.962e+1, -20.4
8.254e+0, 3.801e+1, -1.580e+1, 4.117e+1, -22.6
6.813e+0, 3.891e+1, -1.810e+1, 4.291e+1, -24.9
5.623e+0, 3.993e+1, -2.090e+1, 4.507e+1, -27.6
4.642e+0, 4.110e+1, -2.429e+1, 4.774e+1, -30.6
3.831e+0, 4.250e+1, -2.846e+1, 5.115e+1, -33.8
3.162e+0, 4.421e+1, -3.368e+1, 5.558e+1, -37.3
2.610e+0, 4.552e+1, -3.934e+1, 6.016e+1, -40.8
2.154e+0, 4.796e+1, -4.757e+1, 6.755e+1, -44.8
1.778e+0, 4.943e+1, -5.565e+1, 7.443e+1, -48.4
1.468e+0, 5.355e+1, -7.170e+1, 8.949e+1, -53.2
1.212e+0, 5.487e+1, -8.335e+1, 9.979e+1, -56.6
1.000e+0, 5.677e+1, -9.650e+1, 1.120e+2, -59.5
8.254e-1, 5.953e+1, -1.124e+2, 1.272e+2, -62.1
6.813e-1, 6.183e+1, -1.294e+2, 1.434e+2, -64.5
5.623e-1, 6.481e+1, -1.499e+2, 1.633e+2, -66.6
4.642e-1, 6.856e+1, -1.745e+2, 1.875e+2, -68.6
3.831e-1, 7.306e+1, -2.034e+2, 2.162e+2, -70.2
3.162e-1, 7.864e+1, -2.379e+2, 2.506e+2, -71.7
2.610e-1, 8.518e+1, -2.781e+2, 2.909e+2, -73.0
2.154e-1, 9.267e+1, -3.262e+2, 3.391e+2, -74.1
1.778e-1, 1.012e+2, -3.836e+2, 3.967e+2, -75.2
1.468e-1, 1.114e+2, -4.506e+2, 4.642e+2, -76.1
1.212e-1, 1.223e+2, -5.325e+2, 5.464e+2, -77.1
1.000e-1, 1.355e+2, -6.283e+2, 6.428e+2, -77.8
