Mar. 11, 2024   08:38:14
A.C. Impedance
File: f:\ww\eis-uncycled-1.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 1.74
High Frequency (Hz) = 1e+5
Low Frequency (Hz) = 0.1
Imp SF
Amplitude (V) = 0.005
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
6.813e+1, 2.678e+2, -1.465e+2, 3.053e+2, -28.7
5.623e+1, 2.945e+2, -1.399e+2, 3.261e+2, -25.4
4.642e+1, 3.082e+2, -1.346e+2, 3.364e+2, -23.6
3.831e+1, 3.259e+2, -1.270e+2, 3.498e+2, -21.3
3.162e+1, 3.410e+2, -1.190e+2, 3.612e+2, -19.2
2.610e+1, 3.541e+2, -1.114e+2, 3.712e+2, -17.5
2.154e+1, 3.654e+2, -1.046e+2, 3.801e+2, -16.0
1.778e+1, 3.752e+2, -9.900e+1, 3.880e+2, -14.8
1.468e+1, 3.835e+2, -9.463e+1, 3.950e+2, -13.9
1.212e+1, 3.916e+2, -9.167e+1, 4.022e+2, -13.2
1.000e+1, 3.999e+2, -8.979e+1, 4.099e+2, -12.7
8.254e+0, 4.065e+2, -9.065e+1, 4.165e+2, -12.6
6.813e+0, 4.140e+2, -9.316e+1, 4.244e+2, -12.7
5.623e+0, 4.224e+2, -9.837e+1, 4.337e+2, -13.1
4.642e+0, 4.315e+2, -1.034e+2, 4.438e+2, -13.5
3.831e+0, 4.423e+2, -1.106e+2, 4.559e+2, -14.0
3.162e+0, 4.549e+2, -1.198e+2, 4.704e+2, -14.8
2.610e+0, 4.669e+2, -1.300e+2, 4.847e+2, -15.6
2.154e+0, 4.852e+2, -1.417e+2, 5.055e+2, -16.3
1.778e+0, 4.998e+2, -1.541e+2, 5.230e+2, -17.1
1.468e+0, 5.314e+2, -1.696e+2, 5.578e+2, -17.7
1.212e+0, 5.491e+2, -1.838e+2, 5.790e+2, -18.5
1.000e+0, 5.669e+2, -1.995e+2, 6.010e+2, -19.4
8.254e-1, 5.887e+2, -2.135e+2, 6.262e+2, -19.9
6.813e-1, 6.084e+2, -2.335e+2, 6.517e+2, -21.0
5.623e-1, 6.202e+2, -2.550e+2, 6.705e+2, -22.3
4.642e-1, 6.389e+2, -2.803e+2, 6.977e+2, -23.7
3.831e-1, 6.533e+2, -3.107e+2, 7.234e+2, -25.4
3.162e-1, 6.701e+2, -3.443e+2, 7.534e+2, -27.2
2.610e-1, 6.818e+2, -3.930e+2, 7.870e+2, -30.0
2.154e-1, 6.947e+2, -4.475e+2, 8.263e+2, -32.8
1.778e-1, 7.031e+2, -5.155e+2, 8.718e+2, -36.2
1.468e-1, 7.123e+2, -5.991e+2, 9.308e+2, -40.1
1.212e-1, 7.204e+2, -6.979e+2, 1.003e+3, -44.1
1.000e-1, 7.232e+2, -8.150e+2, 1.090e+3, -48.4
